No.,店舗_名称,店舗_郵便番号,店舗_市区町村,店舗_町名番地,店舗_建物等,店舗_TEL,店舗_主業種,店舗_主業種_その他
1186,浜のそば,010-0661,男鹿市,男鹿中浜間口字川上22,,090-3687-8104,1.飲食店（酒類提供なし）,
1187,なまはげ館,010-0685,男鹿市,北浦真山字水喰沢地内,,0185-22-5050,19.文化施設（美術館､博物館等）,
1188,男鹿温泉　結いの宿　別邸つばき,010-0687,男鹿市,北浦湯本字中里81,,0185-33-2151,21.その他,宿泊施設
1189,居酒屋　秀,010-0511,男鹿市,船川港船川字栄町95,,0185-23-3830,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,
1190,海陽,010-0675,男鹿市,北浦入道崎字昆布浦2番地７１,,0185-38-2530,2.飲食店（酒類提供あり）,
1191,東洋一の海岸線にある男鹿のレストラン,010-0511,男鹿市,船川港船川字新浜町1番地19　道の駅おが「オガーレ」内,,0185-28-0300,2.飲食店（酒類提供あり）,
1192,薬王堂　男鹿店,010-0341,男鹿市,船越字内子259-1,,0185-35-5010,21.その他,薬局
1193,寒風山回転展望台,010-0344,男鹿市,脇本富永字寒風山62-1,,0185-25-3055,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,
1194,男鹿ゴルフクラブ,010-0431,男鹿市,五里合箱井字長信太６８番地２,,0185-25-3131,16.スポーツ,
1195,温泉旅館ゆもと,010-0687,男鹿市,北浦湯本字福ノ沢36,,0185-33-3151,21.その他,宿泊施設
1196,男鹿リゾート　HOTELきららか,010-0671,男鹿市,戸賀加茂青砂字中台1-466,,0185-47-7220,21.その他,宿泊施設
1197,ツルハドラッグ　男鹿船川店,010-0502,男鹿市,船川港比詰字大巻144-1,,0185-22-1268,21.その他,薬局
1198,ツルハドラッグ　男鹿払戸店,010-0431,男鹿市,払戸字大堤127,,0185-22-7337,21.その他,薬局
1199,ツルハドラッグ　男鹿店,010-0342,男鹿市,脇本脇本字石館16,,0185-22-2057,21.その他,薬局
1200,男鹿水産,010-0511,男鹿市,船川港船川字芦沢205,,0185-23-3710,3.小売（お土産等）,
1201,海鮮屋,010-0511,男鹿市,船川字海岸通り2-9-10,,0185-22-0125,2.飲食店（酒類提供あり）,
1202,ダイニングBAR ZERO,010-0341,男鹿市,船越字八郎谷地184-1,ASビル（A）,090-9031-3121,2.飲食店（酒類提供あり）,
1203,ガオジェラ,010-0511,男鹿市,船川港船川字新浜町1-19,道の駅おが内,0185-47-7515,1.飲食店（酒類提供なし）,
1204,男鹿水族館GAOレストランフルット,010-0673,男鹿市,戸賀塩浜壺ヶ沢93,,0185-32-2221,2.飲食店（酒類提供あり）,
1205,男鹿水族館GAOミュージアムショップ,010-0673,男鹿市,戸賀塩浜壺ヶ沢93,,0185-32-2221,3.小売（お土産等）,
1206,男鹿水族館GAO,010-0673,男鹿市,戸賀塩浜壺ヶ沢93,,0185-32-2221,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,
1207,ラグノオ　いとく男鹿店,010-0502,男鹿市,船川港比詰字大巻20-1,,0185-24-4747,21.その他,スイーツ
1208,ケーズデンキ　男鹿店,010-0341,男鹿市,船越字内子89,,0185-35-2551,21.その他,家電量販店
1209,灯台荘,010-0675,男鹿市,北浦入道崎字昆布浦2-70,,0185-38-2121,2.飲食店（酒類提供あり）,
1210,道の駅おが,010-0511,男鹿市,船川港船川字新浜町1-19,,0185-47-7515,3.小売（お土産等）,
1211,男鹿総合観光案内所,010-0341,男鹿市,船越字一向207番地219,,0185-35-5300,3.小売（お土産等）,
1212,セブンイレブン男鹿船越店,010-0341,男鹿市,船越字内子81番3,,0185-35-2101,4.コンビニ・スーパー,
1213,浮田産交タクシー　北浦営業所,010-0683,男鹿市,北浦北浦字忍田78-1,,0185-47-7011,7.ハイヤー・タクシー,
1214,ローソン男鹿比詰店,010-0502,男鹿市,船川港日詰字大巻147-1,,0185-24-4919,4.コンビニ・スーパー,
1215,ローソン男鹿払戸店,010-0431,男鹿市,払戸字中樋149-5,,0185-46-4881,4.コンビニ・スーパー,
1216,ローソン男鹿船越店,010-0341,男鹿市,船越字一向54-1,,0185-35-3993,4.コンビニ・スーパー,
1217,いとく男鹿店,010-0502,男鹿市,船川港比詰字大巻20-1,,0185-22-1166,4.コンビニ・スーパー,
1218,亀寿司食堂,010-0683,男鹿市,北浦北浦字栄町4-3,,0185-33-2049,2.飲食店（酒類提供あり）,
1219,ローソン　男鹿脇本店,010-0342,男鹿市,脇本脇本字大石館107-2,,0185-25-3195,4.コンビニ・スーパー,
1220,ドジャース男鹿店,010-0511,男鹿市,船川港船川字外ケ沢125-4,,0185-24-5141,4.コンビニ・スーパー,
1221,マックスバリュ男鹿店,010-0342,男鹿市,脇本脇本字石館16,,0185-22-2050,4.コンビニ・スーパー,
1222,ローソン　男鹿船川海岸通店,010-0511,男鹿市,船川港船川字海岸通り1-12-3,,0185-23-2632,4.コンビニ・スーパー,
1223,北浦うきた商店,010-0683,男鹿市,北浦北浦字忍田78-1,,0185-47-7012,4.コンビニ・スーパー,
1224,里山のカフェ　ににぎ,010-0685,男鹿市,北浦真山字塞の神下１４番地,,0185-27-8422,3.小売（お土産等）,
1225,アメヤ珈琲　男鹿船越店,010-0341,男鹿市,船越一向207-219,,0185-47-7451,1.飲食店（酒類提供なし）,
1226,磯料理　福の家,010-0687,男鹿市,北浦湯本草木原61-5,,0185-33-4089,2.飲食店（酒類提供あり）,
1227,株式会社　さわき写真館,010-0511,男鹿市,船川港船川字船川４８番地,,0185-24-2812,21.その他,
1228,蔵ショップ　KooLab,018-1504,潟上市,飯田川飯塚字飯塚34-1,,018-877-2100,3.小売（お土産等）,
1229,北限亭,010-0201,潟上市,天王字棒沼台299-2,,018-838-0823,2.飲食店（酒類提供あり）,
1230,お菓子のゴンタロー　天王店,010-0201,潟上市,天王字御休下7-1,,018-878-4711,3.小売（お土産等）,
1231,ダイユーエイト秋田潟上店,018-1504,潟上市,飯田川飯塚字岡谷地１－１,,018-893-4488,21.その他,ホームセンター
1232,薬王堂　潟上追分店,010-0101,潟上市,天王字長沼64番地168,,018-838-5811,21.その他,薬局
1233,レストラン花の大地,018-1415,潟上市,昭和豊川竜毛字山ノ下１－１,,018-855-5587,2.飲食店（酒類提供あり）,
1234,アグリプラザ昭和,018-1415,潟上市,昭和豊川竜毛字山ノ下１－１,,018-855-5041,3.小売（お土産等）,
1235,ツルハドラッグ　潟上昭和店,018-1402,潟上市,昭和乱橋字下畑48-2,,018-855-5268,21.その他,薬局
1236,ツルハドラッグ　天王長沼店,010-0101,潟上市,天王長沼9-2,,018-870-4567,21.その他,薬局
1237,ツルハドラッグ　天王西店,010-0201,潟上市,天王字上江川47-290,,018-872-2268,21.その他,薬局
1238,そば屋八兵衛,010-0201,潟上市,天王字江川上谷地109-2,天王グリーンランド内スカイタワー1階,018-878-7714,2.飲食店（酒類提供あり）,
1239,鼎庵本店,010-0201,潟上市,天王字上江川47－1203,,018-853-6766,3.小売（お土産等）,
1240,しまむら　天王店,010-0201,潟上市,天王字上江川47-281,,018-872-2008,21.その他,衣料品
1241,和風レストランまるまつ潟上店,018-1504,潟上市,飯田川飯塚字岡谷地37番地2,,018-877-6622,2.飲食店（酒類提供あり）,
1242,マツモトキヨシメルシティ潟上店,018-1504,潟上市,飯田川飯塚上堤敷69-1,,018-854-8025,3.小売（お土産等）,
1243,とりっこ追分店,010-0101,潟上市,天王字追分15-18,プラザビル1F,018-873-7996,2.飲食店（酒類提供あり）,
1244,ドン・キホーテ潟上店,018-1504,潟上市,飯田川飯塚上堤敷69-13,,018-854-8611,21.その他,日用品
1245,佐藤食品,018-1401,潟上市,昭和大久保字片田千刈田26,,018-877-2054,3.小売（お土産等）,
1246,デイリーヤマザキ天王鶴沼台店,010-0201,潟上市,天王字鶴沼台22-5,,018-878-6662,4.コンビニ・スーパー,
1247,ナイス追分店,010-0101,潟上市,天王追分10-1,,018-873-3211,4.コンビニ・スーパー,
1248,ヤマザキデイリーストアー昭和町店,018-1401,潟上市,昭和大久保字堤の上91-88,,018-877-4061,4.コンビニ・スーパー,
1249,いとく追分店,010-0101,潟上市,天王字上北野4-409,,018-853-9219,4.コンビニ・スーパー,
1250,ローソン　潟上天王棒沼台店,010-0201,潟上市,天王字棒沼台247-33,,018-878-5407,4.コンビニ・スーパー,
1251,ザ・ビッグ潟上店,018-1504,潟上市,飯田川飯塚字上堤敷63-1,,018-877-5951,4.コンビニ・スーパー,
1252,マックスバリュ天王店,010-0201,潟上市,天王字蒲沼63-27,,018-872-2311,4.コンビニ・スーパー,
1253,ヤマダデンキ テックランド潟上店,018-1504,潟上市,飯田川飯塚字古開90-5,,018-893-5510,21.その他,家電
1254,ローソン天王長沼店,010-0101,潟上市,天王字長沼56-5,,018-873-6790,4.コンビニ・スーパー,
1255,ファミリーマート潟上追分店,010-0101,潟上市,天王字長沼10-7,,018-872-4010,4.コンビニ・スーパー,
1256,ファミリーマート潟上天王上江川店,010-0201,潟上市,天王字上江川78-6,,018-872-2460,4.コンビニ・スーパー,
1257,ファミリーマート天王出戸店,010-0201,潟上市,天王字上出戸17-1,,018-870-6121,4.コンビニ・スーパー,
1258,ファミリーマート潟上昭和店,018-1402,潟上市,潟上市昭和乱橋字開上関田41,,018-855-5310,4.コンビニ・スーパー,
1259,ユニクロ　メルシティ潟上店,018-1504,潟上市,飯田川飯塚字上堤敷76-10,,018-855-5255,21.その他,アパレル
1260,(有)丸六物産　湖東SS,018-1721,南秋田郡五城目町,字七倉158-4,,018-852-4016,21.その他,ガソリンスタンド
1261,カトレア　五城目店,018-1732,南秋田郡五城目町,大川西野字田屋前138,イオン五城目店,018-852-9358,21.その他,衣服店
1262,セブン-イレブン五城目大川店,018-1734,南秋田郡五城目町,大川大川下谷地38,,018-875-2762,4.コンビニ・スーパー,
1263,ツルハドラッグ　五城目店,018-1725,南秋田郡五城目町,西磯ノ目1-2-3,,018-879-8880,21.その他,薬局
1264,道の駅五城目,018-1856,南秋田郡五城目町,富津内下山内76-1,,018-879-8411,3.小売（お土産等）,
1265,キュララ五城目,018-1732,南秋田郡五城目町,大川西野字田屋138,,018-855-1001,21.その他,ファッション
1266,メガネの平川　五城目店,018-1732,南秋田郡五城目町,大川西野田屋前138,イオンスーパーセンター五城目店内,018-879-8008,21.その他,眼鏡店
1267,赤倉山荘,018-1853,南秋田郡五城目町,冨津内中津又滑多羅3-7,,018-854-2969,21.その他,宿泊施設
1268,ファミリーマート秋田五城目店,018-1721,南秋田郡五城目町,字七倉１５６－１,,018-855-1810,4.コンビニ・スーパー,
1269,イオンスーパーセンター五城目店,018-1732,南秋田郡五城目町,大川西野字田屋前138,,018-879-8211,4.コンビニ・スーパー,
1270,薬王堂　秋田井川店,018-1516,南秋田郡井川町,浜井川字荒田堰162,,018-874-2511,21.その他,薬局
1271,有限会社　佐々木商事,018-1515,南秋田郡井川町,小竹花字関合３－７,,018-855-6170,21.その他,ガソリンスタンド
1272,ローソン井川さくら駅前店,018-1516,南秋田郡井川町,浜井字新堰22-4,,018-874-3660,4.コンビニ・スーパー,
1273,しまむら　井川店,018-1516,南秋田郡井川町,浜井川字荒田堰18-1,,018-855-6023,21.その他,
1274,太助寿司　八郎潟店,018-1606,南秋田郡八郎潟町,夜叉袋下昼寝315-1,,018-875-3932,2.飲食店（酒類提供あり）,
1275,池田薬局　ことう店,018-1605,南秋田郡八郎潟町,川崎字貝保37-6,,018-855-4333,21.その他,ドラッグストア
1276,おみやげの安田,018-1611,南秋田郡八郎潟町,上沖谷地67,,018-875-3951,3.小売（お土産等）,
1277,ローソン　八郎潟夜叉袋店,018-1606,南秋田郡八郎潟町,夜叉袋字松ノ木110,,018-855-4880,4.コンビニ・スーパー,
1278,ファミリーマート八郎潟上沖谷地店,018-1611,南秋田郡八郎潟町,字上沖谷地10-1,,018-855-4617,4.コンビニ・スーパー,
1279,産直センター潟の店,010-0441,南秋田郡大潟村,西5-2,,0185-22-4141,3.小売（お土産等）,
1280,ホテルサンルーラル大潟,010-0441,南秋田郡大潟村,北1-3,,0185-45-3311,21.その他,宿泊施設
1281,セブンイレブン秋田大潟店,010-0445,南秋田郡大潟村,字西５丁目１６－３,,0185-47-8177,4.コンビニ・スーパー,
1282,ツルハドラッグ（調専）大潟村店,010-0443,南秋田郡大潟村,中央1-5,,0185-45-3172,21.その他,薬局
1283,ポルダー潟の湯,010-0441,南秋田郡大潟村,字北1-3,,0185-45-2641,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,
1284,テンカウント　道の駅おおがた潟の店,010-0445,南秋田郡大潟村,西5-2,,080-1647-8537,4.コンビニ・スーパー,
1285,ローソン　大潟村店,010-0444,南秋田郡大潟村,字南1-62-2,,0185-22-4157,4.コンビニ・スーパー,
1286,ホームセンターハッピー本荘店,015-0011,由利本荘市,石脇字田中１２,,0184-23-3666,21.その他,ホームセンター
1287,中国料理　幸楽,018-0604,由利本荘市,西目町沼田字新道下2-637,,0184-33-2333,2.飲食店（酒類提供あり）,
1288,にしめ物産株式会社,018-0604,由利本荘市,西目町沼田字新道下1112-2,,0184-33-4260,3.小売（お土産等）,
1289,museumshop ナナカマド,015-0363,由利本荘市,町村字鳴瀬台65-1,,0184-74-7120,3.小売（お土産等）,
1290,三浦ガレージ,015-0011,由利本荘市,石脇字赤はげ1-279,,0184-74-7225,21.その他,カー用品
1291,料亭一よし,015-0821,由利本荘市,肴町15,,0184-22-0144,2.飲食店（酒類提供あり）,
1292,ホテルフォレスタ鳥海,015-0512,由利本荘市,鳥海町猿倉字奥山前8-45,,0184-58-2888,21.その他,宿泊施設
1293,グランマート一番堰店,015-0852,由利本荘市,一番堰135,,0184-22-3535,4.コンビニ・スーパー,
1294,グランマート石脇店,015-0013,由利本荘市,石脇字田尻野2-4,,0184-23-1400,4.コンビニ・スーパー,
1295,グランマート本荘南店,015-0866,由利本荘市,堤脇15,,0184-24-3555,4.コンビニ・スーパー,
1296,晩酌処　ふうが,015-0843,由利本荘市,東梵天47-4,,0184-24-4975,2.飲食店（酒類提供あり）,
1297,パティズ由利本荘店,015-0011,由利本荘市,石脇字田中138,イオンＳＵＣ本荘店内,0184-28-4577,21.その他,雑貨店
1298,セブン－イレブン由利本荘鶴沼店,015-0873,由利本荘市,鶴沼30-1,,0184-24-5633,4.コンビニ・スーパー,
1299,紳士服コナカ　由利本荘店,015-0852,由利本荘市,一番堰196-1,,0184-24-1129,21.その他,衣料品等
1300,薬王堂　由利本荘大内店,018-0711,由利本荘市,由利本荘市岩谷町字西越94番地3,,0184-65-3707,21.その他,薬局
1301,池田薬局　中央店,015-0834,由利本荘市,岩渕下108-2,,0184-25-8067,21.その他,ドラッグストア
1302,池田薬局　石脇調剤店,015-0011,由利本荘市,石脇字石脇45,,0184-24-2478,21.その他,ドラッグストア
1303,池田薬局　開光堂店,015-0072,由利本荘市,裏尾崎町4-8,,0184-24-2381,21.その他,ドラッグストア
1304,池田薬局　マカベ調剤店,015-0051,由利本荘市,川口字家後150-1,,0184-22-0611,21.その他,ドラッグストア
1305,池田薬局　わかば店,015-0013,由利本荘市,石脇字田尻野6-11,,0184-22-3912,21.その他,ドラッグストア
1306,池田薬局　コアラ調剤店,015-0858,由利本荘市,西梵天75-4,,0184-28-5055,21.その他,ドラッグストア
1307,池田薬局　すみれ調剤店,018-0901,由利本荘市,中田代字板井沢112-8,,0184-62-3077,21.その他,ドラッグストア
1308,池田薬局　たで沼店,015-0852,由利本荘市,一番堰117-14,,0184-44-8075,21.その他,ドラッグストア
1309,池田薬局　大門店,015-0874,由利本荘市,給人町7-3,,0184-74-9151,21.その他,ドラッグストア
1310,くすりの池田　かわぐち店,015-0051,由利本荘市,川口字八幡前261,,0184-23-7071,21.その他,ドラッグストア
1311,池田薬局　つるまい店,015-0862,由利本荘市,小人町223-1,,0184-74-4131,21.その他,ドラッグストア
1312,薬王堂　由利本荘西目店,018-0604,由利本荘市,西目町沼田字新道下2番538,,0184-74-6297,21.その他,薬局
