2047,セブンイレブンホテルメトロポリタン秋田店,010-0001,秋田市,中通7丁目2-1,,018-825-2272,4.コンビニ・スーパー,
2048,カレーハウスCoCo壱番屋ラウンドワン秋田店,010-0061,秋田市,卸町1-1-2,,018-896-5519,2.飲食店(酒類提供あり),
2049,感動鹿角パークホテル,018-5201,鹿角市,花輪字堰向30-1,,0186-22-1189,21.その他,宿泊施設
2050,ローソン 大館美園町店,017-0874,大館市,美園町4-1,,0186-59-6400,4.コンビニ・スーパー,
2051,ローソン 鹿角花輪中央店,018-5201,鹿角市,花輪字寺ノ後13,,0186-23-4141,4.コンビニ・スーパー,
2052,大仙市観光情報センター グランポール,014-0027,大仙市,大曲通町6-5,,0187-86-0888,21.その他,観光案内所
2053,Bium Shop,014-0025,大仙市,大曲大町7-19,,0187-88-8481,3.小売(お土産等),
2054,兄弟屋 株式会社,018-0121,にかほ市,象潟町大塩越36-1,,0184-43-4200,3.小売(お土産等),
Unnamed: 0,店舗_名称,店舗_郵便番号,店舗_市区町村,店舗_町名番地,店舗_建物等,店舗_TEL,店舗_主業種,店舗_主業種_その他
121,大館矢立ハイツ,017-0001,大館市,?走字陣場311,,0186-51-2311,21.その他,宿泊施設
122,ホテル秋田御所野,010-1419,秋田市,御所野堤台1-3-1,,018-853-8660,21.その他,宿泊施設
123,お菓子のくらた 横手店,013-0063,横手市,婦気大堤字下久保45,グランマート横手店内,0182-32-2828,3.小売(お土産等),
124,お菓子のくらた イーストモール店,014-0044,大仙市,?蒔錨77-1,イーストモール店内,0187-62-8351,3.小売(お土産等),
125,お菓子のくらた 湯沢グランマート店,012-0032,湯沢市,元清水4-3-7,グランマート湯沢インター店内,0183-56-6112,3.小売(お土産等),
126,お菓子のくらた 千石町店,012-0857,湯沢市,千石町3-1-5,,0183-72-5624,3.小売(お土産等),
127,お菓子のくらた 湯沢店,012-0841,湯沢市,大町1-3-55,,0183-73-0141,3.小売(お土産等),
128,お菓子のくらた 十文字店,019-0506,横手市,十文字町佐賀会字上沖田286,マックスバリュ十文字南店内,0182-42-0331,3.小売(お土産等),
129,お菓子のくらた トラスト店,013-0212,横手市,雄物川町造山字社ノ前103,スーパーセンターTRUST内,0182-22-2205,3.小売(お土産等),
130,お菓子のくらた 大曲店,014-0024,大仙市,大曲中通町3-5,,0187-63-3166,3.小売(お土産等),
131,お菓子のくらた 角館店,014-0341,仙北市,角館町雲然字山崎42-1,安藤醸造元北浦本館内,0187-53-3255,3.小売(お土産等),
132,お菓子のくらた 泉グランマート店,010-0817,秋田市,泉菅野2-1-1,グランマート泉店内,018-838-5066,3.小売(お土産等),
133,お菓子のくらた トピコ店,010-0001,秋田市,秋田市中通7-2-1,秋田ステーションビル トピコ2階,018-834-7341,3.小売(お土産等),
134,お菓子のくらた 外旭川店,010-0802,秋田市,外旭川字待合10-1,,018-869-7227,3.小売(お土産等),
135,お菓子のくらた 東店,010-0041,秋田市,広面屋敷田309,,018-889-3615,3.小売(お土産等),
136,お菓子のくらた 山王店,010-0951,秋田市,山王1-5-2,,018-863-3682,3.小売(お土産等),
137,北限亭,010-0201,潟上市,天王字棒沼台299-2,,018-838-0823,2.飲食店(酒類提供あり),
138,土田水産(株) にかほっと店,018-0101,にかほ市,象潟町字咲山126-28,,0184-43-5116,3.小売(お土産等),
139,なるみ酒店 大町店,010-0921,秋田市,大町5-3-39,,018-862-2843,3.小売(お土産等),
140,なるみ酒店 本店,010-0914,秋田市,保?野千代田町16-6,,018-823-0315,3.小売(お土産等),
141,菊地旅館,019-0111,湯沢市,上院内字小沢112-10,,0183-52-2329,2.飲食店(酒類提供あり),
142,お肉とワイン コジコジ秋田駅前店,010-0001,秋田市,中通2-6-2,,018-874-7979,2.飲食店(酒類提供あり),
143,コジコジ・バル 横手店,013-0022,横手市,四日町6-8,,0182-36-2299,2.飲食店(酒類提供あり),
144,コジコジ 十文字本店,019-0522,横手市,十文字町?上45-3,,0182-23-5454,2.飲食店(酒類提供あり),
145,アルバートホテル秋田 日本料理レストランはなぎく,010-0921,秋田市,大町4-3-22,,018-888-3333,21.その他,宿泊施設
146,ティールーム陶,010-0001,秋田市,中通2-1-21,,018-833-2843,1.飲食店(酒類提供なし),
147,食器のさかいだ,010-0001,秋田市,中通2-1-21,,018-833-2843,3.小売(お土産等),
148,横手プラザホテル,013-0036,横手市,駅前町7-1,,0182-33-2111,21.その他,宿泊施設
149,秋田乃瀧,010-0921,秋田市,大町3-1-15,,018-824-1010,2.飲食店(酒類提供あり),
150,なまはげ御殿,010-0675,男鹿市,北浦入道崎字昆布浦2-69,,0185-38-2011,2.飲食店(酒類提供あり),
151,鳥九,013-0036,横手市,駅前町7-7,,0182-32-7777,13.観光施設(遊園地、動物園、温泉施設、観光農園等),
152,道の駅かづの,018-5201,鹿角市,花輪字新田町11-4,,0186-22-0555,3.小売(お土産等),
153,のみくいや重蔵,017-0846,大館市,常盤木町2-42,,0186-43-5959,2.飲食店(酒類提供あり),
154,ひらのや書店,010-0921,秋田市,大町1-5-19,,018-862-4488,21.その他,書店
155,料亭一よし,015-0821,由利本荘市,肴町15,,0184-22-0144,2.飲食店(酒類提供あり),
156,ホテルサンルーラル大潟,010-0441,南秋田郡大潟村,北1-3,,0185-45-3311,21.その他,宿泊施設
157,SWEET BASIL,018-5336,鹿角市,十和田錦木字浜田63-17,,0186-35-4300,2.飲食店(酒類提供あり),
158,秋田牛玄亭,010-0001,秋田市,中通2-6-44,2F,018-893-3929,2.飲食店(酒類提供あり),
159,レストランおいしんぼ,010-0973,秋田市,八橋本町1-1-48,,018-864-1072,2.飲食店(酒類提供あり),
160,ホテルフォレスタ鳥海,015-0512,由利本荘市,鳥海町猿倉字奥山前8-45,,0184-58-2888,21.その他,宿泊施設
161,男鹿萬盛閣,010-0687,男鹿市,北浦湯本字草木原63-2,,0185-33-3161,21.その他,宿泊施設
162,佐藤政治書店,018-3505,大館市,早口字上野81-3,,0186-54-2035,21.その他,本屋
163,お菓子のゴンタロー 天王店,010-0201,潟上市,天王字御休下7-1,,018-878-4711,3.小売(お土産等),
164,お菓子のゴンタロー 船越店,010-0341,男鹿市,船越内子224,,0185-35-2240,3.小売(お土産等),
165,お菓子のゴンタロー 船川本店,010-0511,男鹿市,船川港船川168-1,,0185-23-2333,3.小売(お土産等),
166,加藤實漆器店,012-0105,湯沢市,川連町字大舘下村43-1,,0183-42-4473,3.小売(お土産等),
167,須江,014-0331,仙北市,角館町表町下丁9,,0187-53-3532,3.小売(お土産等),
168,浜のそば,010-0661,男鹿市,男鹿中浜間口字川上22,,090-3687-8104,1.飲食店(酒類提供なし),
169,札幌海鮮丸 仁井田店,010-1434,秋田市,仁井田蕗見町10-15,,0570-091-440,3.小売(お土産等),
170,カクテル&ウイスキー レディ,010-0921,秋田市,大町3-1-11,,018-863-6855,2.飲食店(酒類提供あり),
171,ダイニング美とん,016-0825,能代市,柳町13-13,,0185-74-6123,2.飲食店(酒類提供あり),
172,JA秋田なまはげ直売所 あぐりんなかいち,010-0001,秋田市,中通1-4-3,,018-884-0831,3.小売(お土産等),
173,手打ちそば さくらぎ,014-0333,仙北市,角館町川原町20-6,,0187-54-2155,2.飲食店(酒類提供あり),
174,BCカトレア,010-0001,秋田市,中通2-6-1,,018-833-2191,21.その他,衣服店
175,オアシス,010-0001,秋田市,中通2-8-1,,018-834-8258,21.その他,衣服店
176,レモンの部屋,010-0001,秋田市,中通2-2-1,,018-834-7614,21.その他,衣服店
177,カトレア本店,010-0001,秋田市,中通2-1-22,,018-832-7066,21.その他,衣服店
178,リーフ,010-0001,秋田市,中通2-8-1,フォンテ秋田1F,018-893-5652,21.その他,衣服店
179,ツーフェイス秋田店,010-0001,秋田市,中通2-8-1,フォンテ秋田3F,018-884-0232,21.その他,衣服店
180,カトレア 五城目店,018-1732,南秋田郡五城目町,大川?野字田屋前138,イオン五城目店,018-852-9358,21.その他,衣服店
181,カトレア 大曲店,014-0027,大仙市,大曲通町8-29,イトービル101,0187-62-7237,21.その他,衣服店
182,カトレア 土崎店,011-0943,秋田市,土崎港南2-3-41,イオン土崎南店2F,018-845-5096,21.その他,衣服店
183,カトレア 秋田店,010-0001,秋田市,中通2-8-1,フォンテ秋田3F,018-835-5236,21.その他,衣服店
184,和心の宿 姫の湯,018-5141,鹿角市,八幡平字湯瀬40-1,,0186-33-2011,21.その他,宿泊施設
185,レイルズ,010-0001,秋田市,中通7-1-2,トピコ1F,018-853-8688,2.飲食店(酒類提供あり),
186,あきた鮨,010-0001,秋田市,中通7-1-2,トピコ2F,018-827-6886,3.小売(お土産等),
187,秋田港,010-0001,秋田市,中通7-1-2,トピコ3F,018-853-5688,2.飲食店(酒類提供あり),
188,かまくらの郷,010-0001,秋田市,中通4-13-1,,018-874-8313,2.飲食店(酒類提供あり),
189,いさばや,010-0001,秋田市,中通7-1-2,トピコ1F,018-838-6020,2.飲食店(酒類提供あり),
190,酒のマルジュウ,018-3324,北秋田市,大町5-31,,0186-63-0028,21.その他,酒屋
191,ヤマモガーデンカフェ,012-0801,湯沢市,岩崎字岩崎124,,0183-73-2902,2.飲食店(酒類提供あり),
192,ホテルルートイン大館大町,017-0841,大館市,大町91-1,,0186-43-6601,21.その他,宿泊施設
193,佐藤勘六商店,018-0322,にかほ市,大竹字下後26,,0184-74-3617,3.小売(お土産等),
194,あきた白神温泉ホテル,018-2676,山本郡八峰町,八森磯村100,,0185-77-2233,21.その他,宿泊施設
195,グランマート一番堰店,015-0852,由利本荘市,一番堰135,,0184-22-3535,4.コンビニ・スーパー,
196,グランマート石脇店,015-0013,由利本荘市,石脇字田尻野2-4,,0184-23-1400,4.コンビニ・スーパー,
197,グランマート本荘南店,015-0866,由利本荘市,堤脇15,,0184-24-3555,4.コンビニ・スーパー,
198,グランマート手形店,010-0863,秋田市,手形休下町2-1,,018-825-1021,4.コンビニ・スーパー,
199,グランマート外旭川店,010-0802,秋田市,外旭川字小谷地25,,018-868-2323,4.コンビニ・スーパー,
200,グランマート泉店,010-0817,秋田市,泉菅野2-1-1,,018-866-8811,4.コンビニ・スーパー,
201,グランマート湯沢インター店,012-0032,湯沢市,元清水4-3-7,,0183-72-2900,4.コンビニ・スーパー,
202,グランマート十文字店,019-0505,横手市,十文字町仁井田字東45,,0182-42-5522,4.コンビニ・スーパー,
203,グランマート横手店,013-0063,横手市,婦気大堤字下久保45,,0182-32-2700,4.コンビニ・スーパー,
204,ワンダーモール,014-0369,仙北市,角館町上菅沢442-1,,0187-54-1600,4.コンビニ・スーパー,
205,グランマート田沢湖店,014-1201,仙北市,田沢湖町生保内字浮世坂26-9,,0187-43-1000,4.コンビニ・スーパー,
206,イーストモール,014-0044,大仙市,?蒔字錨77-1,,0187-62-1001,4.コンビニ・スーパー,
207,グランマート白金店,014-0015,大仙市,大曲白金町10-20,,0187-62-1238,4.コンビニ・スーパー,
208,グランマート飯田店,014-0067,大仙市,飯田字堰東176-1,,0187-62-1237,4.コンビニ・スーパー,
209,グランマート中通店,014-0024,大仙市,大曲中通町6-1,,0187-62-1030,4.コンビニ・スーパー,
210,里山レストラン&カフェ「こぐま亭」,018-4613,北秋田市,阿仁銀山字下新町119,,0186-82-3666,1.飲食店(酒類提供なし),
211,秋田内陸線角館駅,014-0368,仙北市,角館町中菅沢14,,0187-54-3758,5.鉄道,
212,秋田内陸線鷹巣駅,018-3321,北秋田市,松葉町3-2,,0186-60-0643,5.鉄道,
213,秋田内陸線阿仁合駅観光案内窓口,018-4613,北秋田市,阿仁銀山字下新町119,,0186-82-3666,3.小売(お土産等),
214,大仙牛玄亭,014-0016,大仙市,若竹町26-30,,0187-73-9529,3.小売(お土産等),
215,株式会社あきた六次会,017-0012,大館市,釈迦内字家下9-8,,0186-59-4546,3.小売(お土産等),
216,秋田市雄和観光交流館Villaフローラ,010-1223,秋田市,雄和妙法字糠塚1-1,,018-881-3011,2.飲食店(酒類提供あり),
217,株式会社能代ゴルフガーデン,016-0171,能代市,河?川字?山1-3,,0185-52-1160,16.スポーツ,
218,横田屋,010-0921,秋田市,大町3-1-17,,018-823-8221,2.飲食店(酒類提供あり),
219,TiG,019-1404,仙北郡美郷町,六郷馬町102,,050-5883-7495,3.小売(お土産等),
220,ロッヂヨーデル,014-1201,仙北市,田沢湖生保内字下高野73-7,,0187-46-2807,21.その他,宿泊施設
221,(株)工藤米治商店 花岡給油所,017-0005,大館市,花岡町字堤沢67-3,,0186-46-1076,21.その他,ガソリンスタンド
222,(株)工藤米治商店 小坂給油所,017-0201,鹿角郡小坂町,小坂字金窪26-2,,0186-29-3680,21.その他,ガソリンスタンド
223,(株)工藤米治商店 大館ハチ公給油所,018-5751,大館市,二井田字菖蒲沼208,,0186-42-8500,21.その他,ガソリンスタンド
224,(株)工藤米治商店 セルフ大館南給油所,017-0835,大館市,小館花字萩野台2-3,,0186-49-2455,21.その他,ガソリンスタンド
225,(株)工藤米治商店 大館?給油所,017-0864,大館市,根下?新町1-60,,0186-42-3149,21.その他,ガソリンスタンド
226,(株)工藤米治商店 大館東給油所,017-0846,大館市,常盤木町11-30,,0186-49-4076,21.その他,ガソリンスタンド
227,田沢高原ホテル,014-1201,仙北市,田沢湖生保内字駒ケ岳2,,0187-46-2311,21.その他,宿泊施設
228,晩酌処 ふうが,015-0843,由利本荘市,東梵天47-4,,0184-24-4975,2.飲食店(酒類提供あり),
229,なまはげ館,010-0685,男鹿市,北浦真山字水喰沢地内,,0185-22-5050,19.文化施設(美術館、博物館等),
230,Genpatey,019-1404,仙北郡美郷町,六郷字馬町83,,0187-73-5478,2.飲食店(酒類提供あり),
231,アックスフーズマート 六郷店,019-1404,仙北郡美郷町,六郷字安楽寺298-1,,0187-86-7770,4.コンビニ・スーパー,
232,かくのだて物産館,014-0368,仙北市,角館町中菅沢14,,0187-55-4114,3.小売(お土産等),
233,協同組合角館町物産協会,014-0331,仙北市,角館町表町下丁10-1,,0187-54-4440,3.小売(お土産等),
234,四季彩り秋田づくし 湯瀬ホテル,018-5141,鹿角市,字八幡平湯瀬湯端43,,0186-33-2311,21.その他,宿泊施設
235,?芸美穂,018-0402,にかほ市,平沢字清水50-11,,0184-35-4327,3.小売(お土産等),
236,ステーキ&洋風会席つがみ,013-0031,横手市,鍛治町8-21,佐野ビル1F,0182-33-5192,2.飲食店(酒類提供あり),
237,山水亭,018-5334,鹿角市,十和田毛馬内上寄熊53-1,,0186-35-5715,2.飲食店(酒類提供あり),
238,楢岡陶苑,019-1846,大仙市,南外梨木田344-1,,0187-73-1018,21.その他,製造業
239,仲小路コーヒー&ワイン,010-0001,秋田市,中通2-1-48,,018-853-0730,2.飲食店(酒類提供あり),
240,晩梅,018-3322,北秋田市,住吉町8-1,,0186-62-1066,3.小売(お土産等),
Unnamed: 0,店舗_名称,店舗_郵便番号,店舗_市区町村,店舗_町名番地,店舗_建物等,店舗_TEL,店舗_主業種,店舗_主業種_その他
241,ホテルパールシティ 秋田竿燈大通り,010-0921,秋田市,大町2-2-3,,018-862-0501,21.その他,宿泊施設
242,おこめのさわた,014-0027,大仙市,大曲通町2-35,,0187-62-0414,3.小売(お土産等),
243,道の駅「協和」,019-2412,大仙市,協和荒川字新田表15-2,,018-881-6646,3.小売(お土産等),
244,Dearパティズ横手店,013-0043,横手市,安田字向田147,イオン横手店内1F,0182-35-5211,21.その他,雑貨店
245,パティズ秋田店,010-0029,秋田市,楢山川口境5-11,イオン秋田中央店内3F,018-825-5577,21.その他,雑貨店
246,パティズ由利本荘店,015-0011,由利本荘市,石脇字田中138,イオンSUC本荘店内,0184-28-4577,21.その他,雑貨店
247,まるかわ,014-0325,仙北市,角館町東勝楽丁2-5,,0187-53-2804,3.小売(お土産等),
248,Kakunodate guest house Choux,014-0369,仙北市,角館町上菅沢258-1,,0187-42-8421,14.体験型アクティビティ,
249,アクトワン,010-0012,秋田市,南通みその町1-14,,018-884-1919,21.その他,ブランド品
250,角館歴史村 ?柳家,014-0331,仙北市,角館町表町下丁3,,0187-54-3257,13.観光施設(遊園地、動物園、温泉施設、観光農園等),
